Date,Customer,Material Info,Ticket #,Licence,Net Weight,GST,Total
2024-11-26,"Zenpack Canada Inc.,8685 Armstrong Ave,Burnaby BC V3N 2H4","Loose Cardboard: 2060.79 kg at $0.04/kg, Pallets: 100.0 kg at $0.00/kg",105213,WB-3291,2160.79,4.12,82.43
